202,42.7577,0.1425,-3.01,-3.25,-2.55,0.11,3.59,6.99,10.81,10.95,8.33,4.07,-0.23,-1.88
203,42.7597,0.24,-1.06,-1.31,-0.13,2.48,5.94,9.22,12.98,13.13,10.39,6.15,1.87,0
204,42.7616,0.3374,-1.02,-1.35,0.13,2.31,5.7,9.3,12.81,13.17,10.38,6.21,1.93,-0.24
205,42.7634,0.4349,-0.44,-0.87,0.94,3.11,6.47,10,13.63,14.16,11.27,6.8,2.49,0.44
206,42.765,0.5324,0.52,0.09,2.24,4.39,7.75,11.23,14.8,15.31,12.29,7.84,3.57,1.39
207,42.7667,0.6299,1.71,1.51,3.85,5.8,8.93,12.76,16.09,16.35,13.49,9.09,5.03,2.37
208,42.7709,0.9224,-2.92,-3.18,-2.14,0.05,3.31,7.41,10.53,10.93,8.4,4.08,0.1,-2.1
209,42.7733,1.1174,-0.78,-0.84,0.67,2.84,5.94,10.04,13.19,13.5,10.71,6.5,2.45,0.06
210,42.7744,1.2149,1.62,1.49,3.81,5.73,8.82,12.9,16.01,16.2,13.28,8.97,5.04,2.19
211,42.7754,1.3125,1.77,1.64,3.99,5.92,9.01,13.07,16.17,16.37,13.44,9.12,5.19,2.34
212,42.7763,1.41,0.23,-0.05,2.04,4.03,7.37,11.25,14.53,14.55,11.89,7.52,3.45,1.02
213,42.7771,1.5075,1.43,1.53,3.81,5.88,9.11,13.71,16.15,16.07,13.51,9.26,4.99,2.27
214,42.7778,1.6051,2.61,2.7,5.24,7.32,10.54,15.04,17.47,17.41,14.78,10.5,6.19,3.44
215,42.7784,1.7026,2.96,3.29,5.47,7.89,11.23,15.2,17.91,18.38,15.44,10.91,6.52,3.76
216,42.779,1.8001,0.58,0.78,2.59,4.87,8.37,12.44,15.19,15.51,12.76,8.33,4.05,1.37
217,42.7794,1.8977,0.68,0.88,2.73,5,8.51,12.57,15.32,15.64,12.88,8.44,4.16,1.47
218,42.7798,1.9952,1.61,1.72,3.77,5.94,9.5,13.59,16.53,16.78,13.8,9.32,5.07,2.47
219,42.78,2.0927,2.71,3.01,5.06,7.41,10.76,14.88,17.84,18.11,15.04,10.51,6.35,3.6
220,42.7802,2.1903,3.57,3.87,6.11,8.46,11.77,15.86,18.78,19.05,15.94,11.41,7.24,4.45
221,42.7803,2.2878,3.36,3.9,5.94,8.31,11.73,15.44,18.72,19.44,16.03,11.31,7.06,4.31
222,42.7803,2.3854,4.84,5.88,7.47,10.07,13.61,17.21,20.67,21.07,17.66,12.94,8.54,5.88
223,42.7802,2.4829,5.82,6.86,8.66,11.23,14.73,18.37,21.72,22.11,18.65,13.96,9.54,6.87
224,42.78,2.5804,6.38,7.63,9.31,11.86,15.36,19.01,22.4,22.69,19.23,14.58,10.11,7.4
225,42.7798,2.678,7.18,8.44,10.19,12.75,16.25,19.96,23.3,23.58,20.1,15.42,10.93,8.22
226,42.7794,2.7755,7.3,8.61,10.09,12.56,15.86,19.75,22.86,23.12,19.68,15.32,11.14,8.32
227,42.779,2.873,8.1,9.44,10.99,13.63,17.09,20.72,23.97,24.23,20.75,16.21,11.87,9.24
228,42.7784,2.9706,8.26,9.6,11.18,13.84,17.31,20.92,24.18,24.44,20.95,16.39,12.02,9.41
229,42.5835,8.8083,8.98,9.26,10.75,12.86,15.97,20.3,23.26,22.96,20.5,16.63,12.86,9.64
230,42.5776,8.9052,8.58,8.85,10.36,12.42,15.47,19.81,22.76,22.46,20.09,16.26,12.51,9.23
231,42.5716,9.002,7.34,7.73,8.9,11,14.02,18.54,21.44,21.2,18.87,15.04,11.34,8.06
232,42.5654,9.0989,7.58,8.07,9.22,11.23,14.26,18.86,21.45,21.45,19.11,15.34,11.67,8.33
